"","Domain","Phylum","Class","Order","Family","Genus","Species"
"0d36a0766b6986b020d73fff5936f141","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"d7872b9086b241ab704ef9c43663c5c6","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"f6a8212d7953481412ba0d085c3b2189","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"16b1f948428f8e8eb8da6f1cd674520d","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"7807e82ce0edd8b16dd6b13ba5779b12","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__[Eubacterium]_coprostanoligenes_group"," g__Incertae_Sedis",NA
"64fd7dc5c9125236e2cd0b0158324c50","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"1b655d8855c7dfb81b5e9670024edc71","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"ca3f45978fc8222061827ebe6a53fb9d","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"56699744d497f7aae7e47d2f7ba9d157","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"1909c4dd2c2f8f3f8d45d7719b03f73f","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"063e5c6cd68970ee4f195adc72ab939f","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"41b3146999ac872018f6c6cad0d19671","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"ffd25f8598901e76804972189816927d","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"d5b927f56c7773adea9de3c9334e2ff9","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"87c8b3d6807db0281cfbc6f105cae5be","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"4c7dfa3c34f186e9a5ee2a4945be099e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"266b47dd9ede31765dc0d5e5ebba4ea2","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"d6b89ed693d55d433d862aa10775ead6","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"65ef484d669b69ddc481ebf3fc013105","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"037ca610f10809e2b91b3b63c9d66c21","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"f500800904f8c8bb84e0ffa4afc12108","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"60b970d5aad9cd9ddb2a0d9360d8820d","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"5a7a1e756a1995f15c01b1fc46a9141e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"99903e0cb459ac9dc2cfa9b851be3f19","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Lachnospiraceae_NC2004_group",NA
"d72a457c5d6be4920b2f5e3f6b824049","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Lachnospiraceae_NC2004_group",NA
"a119b8349c93a3fda3bc988ac9511dd5","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"07a0363486ff9f402a2ebcad676593f0","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"3c685459ccbbd62232e44ecb4b630b4e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"6f80c5897c37a6d7d13d65a3b6cd5251","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"de04ea500b6a598d3137c7ace0413d95","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Lachnospiraceae_NC2004_group",NA
"c65704648cbb3cbaa0e6cc1f48827eb5","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Lachnospiraceae_NC2004_group",NA
"fda73b4afb265cce80a0430d4b4f8d79","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Christensenellales"," f__Christensenellaceae"," g__Incertae_Sedis",NA
"cfb8114d5455353fb4a501cce149b000","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae",NA,NA
"3c69e4c4db4ec461422507d1085f4945","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Lachnospirales"," f__Lachnospiraceae"," g__Lachnospiraceae_NC2004_group",NA
"0269c6f8a795062aadcfc64be52b777e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"a2ba90705d69f989baa1cdc40df370b1","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Butyricicoccaceae"," g__Agathobaculum",NA
"4fbc4dac13ac8486d93dcc2cd8de14fa","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae"," g__NK4A214_group",NA
"f7963cb4de044f0be02d910e88789d12","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae"," g__Oscillospira",NA
"6a299eea986d93aef64118ea66f53ba1","d__Bacteria"," p__Bacillota"," c__Clostridia",NA,NA,NA,NA
"aeb7a0192e3970e888cea09d7a8ce51f","d__Bacteria"," p__Actinomycetota"," c__Actinobacteria"," o__Actinomycetales"," f__Actinomycetaceae"," g__Schaalia",NA
"670065405071e39d665a984b52c584b2","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"b80c8431a906adb5daded645a7de4c75","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"7050dc012a34f7457b791137c3ae1997","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__UCG-010"," g__Incertae_Sedis",NA
"9fd59c030479174f8d431b481b8319ff","d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Bacteroidales"," f__Bacteroidaceae"," g__Bacteroides",NA
"f88cc30f26cbfd83fcd1035d62fd8794","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__RF39"," f__Incertae_Sedis"," g__Incertae_Sedis",NA
"1c58bc87f03cf122e3117e59d03d846b","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"45af3b6d64011634be9ba109c9a5bb96","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"2ea616b6df74aa30fe2ed938b602b834","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"a48d89aa657f80d67feabd38496dedcf","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"b629b1b49c02375f9dd0a59b44478576","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"43e9f24cda9fae7e951333ab8119b4cd","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"691a39a6bdfe5c0cb7609882cb5fafc8","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Oscillospiraceae"," g__UCG-002",NA
"50a29c58ea8c27f5643fc8acb8a02949","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"3ba8c5f6290f6e661c37297646488a34","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"b353a6a177b065737bafe99dc6378906","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"155b6d77a361d0fcb785288acae90ed2","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"5688617a8e26575195599ccd669f0883","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"855867d6df240aa696fb5a4cf3e9311c","d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Bacteroidales"," f__Barnesiellaceae"," g__Coprobacter",NA
"d6cbb38225f9cc265e148b94e19e6d61","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"8d303ca984957be4671d929862303167","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__Erysipelotrichales"," f__Erysipelatoclostridiaceae"," g__Massiliomicrobiota",NA
"f19c420326de6aa77e50dfe69204a440","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"3dc9264c6119899e02e87900caea5a9e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"1a5a9a605e5854850568c0c6fbf6dc02","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Anaerofilum",NA
"57265504c154b09626972b0e957ac480","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Anaerofilum",NA
"a784916d7e5e754d8e292e2ac50cbbbe","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Anaerofilum",NA
"b621a188f829dd888c4741e51db5656a","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Anaerofilum",NA
"7cf58f42a9ee303e784d7a7560d7fbf5","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"d5748816b9a26e498840d99ff1a71fcd","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Fournierella",NA
"a9ef3cdfcec43e5b98eb4789d637fb9c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Fournierella",NA
"2bb41e138153ad02a6fa5519b33bce6b","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Fournierella",NA
"ddf68894044816b2b95d1e8fc0102d9a","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae",NA,NA
"22e3b017b676c3bcebbc2b087cb47fe2","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae",NA,NA
"8507f060946afb0f36fbfc7638b0a5e5","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"cc6a5e9c2b9ac8158e0feb564fbd28f7","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"821e59ee4f21871be81d51719552bcdd","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"e61b2179cdbe20c7ed07f302b9a6f40a","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Pygmaiobacter",NA
"282b0d65edc08dbd0030eb6d326767fd","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Pygmaiobacter",NA
"b7cfb612401fd3aaea6b1d0f87c3852f","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Anaerofilum",NA
"69f798848acd407f0822280bf29a2af4","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Anaerofilum",NA
"586075c40bded1492877ccb638868397","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Anaerofilum",NA
"d74e684cb811e59e4c76d547d2148284","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Anaerofilum",NA
"0a216f4994cd184a34f07c17593b103c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Anaerofilum",NA
"2e897cee7ee9aeb35f81ca30c79e33c5","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Anaerofilum",NA
"075daec9e7c6b784d585cba8219ca937","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Anaerofilum",NA
"cc5acdaab32e192e990b84b2ebd82959","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Anaerofilum",NA
"4b08013540460c128f6e3c3ea6160603","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Anaerofilum",NA
"8247343feef52fe769d5f4454d779ca3","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Fournierella",NA
"25dbb7f078cd6f74cfaf3a98e73a3ffb","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Fournierella",NA
"734a53eff90ff7115984af8ebc85ea2c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"918e03005aca8f839867d038f78a0dc5","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"d8a20b4c65399edcc6983286ba9de738","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"d833056b390a065b45771a96bf7ad1ec","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"56e18987115b916510a8dd337d04da31","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae",NA,NA
"014aaefd044c1746f4fd0c7936028609","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"b8874e7d251c4bd9ca41f5f95f3c4364","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"89d1bf551bdd327916ffd95657b64d02","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"7bfbb62f54d19728a951c0ce3212797c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"3ed1fb594398c83869a2a0e44b8168d3","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"bc26f162ebb5cab63752e79366b6809c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"a9ad44f877208fe470ba7f72afa62c5c","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae",NA,NA
"08a1df52e1f30914db3ddce2248a82e0","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"9effccbb05ebbf0526f088615547d780","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Fournierella",NA
"8a86c2658ded08ec443f078f8fb8052e","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Fournierella",NA
"8df814be49f45ad8f1f0e507d91acac0","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Fournierella",NA
"359675d2bd00811d34fddb83c5f5b389","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Incertae_Sedis",NA
"27062a5190f1599e7a55488f6b8c0d17","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Fournierella",NA
"e3dacfffd20aa5f5ee1e79413d049516","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae",NA,NA
"f2bd225528c93a1dc9ddc94bd9bf1bff","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae",NA,NA
"d35119707817316685fe37fad2697953","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__Erysipelotrichales"," f__Erysipelatoclostridiaceae"," g__Massiliomicrobiota",NA
"a17f6899ceefbb1a0e0e326eaf6500a3","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__Erysipelotrichales"," f__Erysipelatoclostridiaceae"," g__Massiliomicrobiota",NA
"fc2229f8058cd25d2402f7553dc71e1d","d__Bacteria"," p__Bacillota"," c__Bacilli"," o__Erysipelotrichales"," f__Erysipelatoclostridiaceae"," g__Massiliomicrobiota",NA
"d0949e335e7230f641e4bf43d7b2e4d9","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Faecalibacterium",NA
"d0c057e643622adfb63a37d3d861a6a1","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae",NA,NA
"e8b5d89c00212904bacfdf061802edf6","d__Eukaryota",NA,NA,NA,NA,NA,NA
"1000132d7afa0af3c59ef66eae9c6eed","d__Archaea"," p__Methanobacteriota"," c__Methanobacteria"," o__Methanobacteriales"," f__Methanobacteriaceae"," g__Methanosphaera",NA
"854bdbec61926aa069f49ea7c119123b","d__Archaea"," p__Methanobacteriota"," c__Methanobacteria"," o__Methanobacteriales"," f__Methanobacteriaceae"," g__Methanosphaera",NA
"5c47d613eb4ef8afc59e649e44c367cd","d__Archaea"," p__Methanobacteriota"," c__Methanobacteria"," o__Methanobacteriales"," f__Methanobacteriaceae"," g__Methanosphaera",NA
"17b5cdad67c87bea0663c1cc55b9a508","d__Archaea"," p__Methanobacteriota"," c__Methanobacteria"," o__Methanobacteriales"," f__Methanobacteriaceae"," g__Methanosphaera",NA
"b4733e4988bd08ed11f22bdd25320963","d__Archaea"," p__Methanobacteriota"," c__Methanobacteria"," o__Methanobacteriales"," f__Methanobacteriaceae"," g__Methanosphaera",NA
"037ef2961c277c53e0d33fbc8850d348","d__Archaea"," p__Methanobacteriota"," c__Methanobacteria"," o__Methanobacteriales"," f__Methanobacteriaceae"," g__Methanobrevibacter",NA
"3a61dda722420445a7f2e78ef33477c5","d__Archaea"," p__Methanobacteriota"," c__Methanobacteria"," o__Methanobacteriales"," f__Methanobacteriaceae"," g__Methanobrevibacter",NA
"12675fc09975b1814d748c77ce8ac157","d__Archaea"," p__Methanobacteriota"," c__Methanobacteria"," o__Methanobacteriales"," f__Methanobacteriaceae"," g__Methanobrevibacter",NA
"2a737c7b3df31829aab69726ff9ecf96","d__Archaea"," p__Methanobacteriota"," c__Methanobacteria"," o__Methanobacteriales"," f__Methanobacteriaceae"," g__Methanobrevibacter",NA
"14555e86b10e9669c0319eb5c3b70697","d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Bacteroidales"," f__Prevotellaceae"," g__Prevotella",NA
"dada62305a1362c0eeae10f313096845","d__Bacteria"," p__Bacteroidota"," c__Bacteroidia"," o__Bacteroidales"," f__Prevotellaceae"," g__Leyella",NA
"2cef172a062d67f98f2b047077106cfa","d__Bacteria"," p__Pseudomonadota"," c__Gammaproteobacteria"," o__Enterobacterales"," f__Succinivibrionaceae",NA,NA
"f272e2109aeaa5d8f09b32d454f1c5ac","d__Bacteria"," p__Campylobacterota"," c__Campylobacteria"," o__Campylobacterales"," f__Campylobacteraceae"," g__Campylobacter",NA
"f2d33f4ad72580ce2a9585fc85b685ed","d__Bacteria"," p__Spirochaetota"," c__Spirochaetia"," o__Spirochaetales"," f__Spirochaetaceae"," g__Treponema",NA
"dc1699618104e803a9af6d4f6df820eb","d__Bacteria"," p__Spirochaetota"," c__Spirochaetia"," o__Spirochaetales"," f__Spirochaetaceae"," g__Treponema",NA
"5bab869aff91ffdc9f2b37a16acc600d","d__Bacteria"," p__Spirochaetota"," c__Spirochaetia"," o__Spirochaetales"," f__Spirochaetaceae"," g__Treponema",NA
"0eb91682bac8e3d3ee0b879c18f52c66","d__Bacteria"," p__Spirochaetota"," c__Spirochaetia"," o__Spirochaetales"," f__Spirochaetaceae"," g__Treponema",NA
"89be197f2fd70396b7cc3cc7ff11cc05","d__Bacteria"," p__Spirochaetota"," c__Spirochaetia"," o__Spirochaetales"," f__Spirochaetaceae"," g__Treponema",NA
"8029f9abaca2bb499c5e9183aeeeb158","d__Bacteria"," p__Spirochaetota"," c__Spirochaetia"," o__Spirochaetales"," f__Spirochaetaceae"," g__Treponema",NA
"2431a1fccae419cde0c2648dbe87f4bd","d__Bacteria"," p__Spirochaetota"," c__Spirochaetia"," o__Spirochaetales"," f__Spirochaetaceae"," g__Treponema",NA
"5e3b84f7d63f832002e34b8beabb9d86","d__Bacteria"," p__Spirochaetota"," c__Spirochaetia"," o__Spirochaetales"," f__Spirochaetaceae"," g__Treponema",NA
"6f4d5cc126cab94bb7e7ab068a32bb5a","d__Bacteria"," p__Planctomycetota"," c__Planctomycetes"," o__Planctomycetales"," f__Gimesiaceae"," g__Gimesia",NA
"53cc0c017aa8f5e69ebcf4f155079174","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Oscillospirales"," f__Ruminococcaceae"," g__Ruminococcus",NA
"e932d003c86e03f341e2361cb2662492","d__Bacteria"," p__Bacillota"," c__Clostridia"," o__Peptostreptococcales-Tissierellales"," f__Anaerovoracaceae",NA,NA
"a708314ce259b1f3bc50ec59992d1959","d__Bacteria"," p__Bacillota"," c__Moorellia"," o__Desulfitibacterales"," f__Desulfitibacteraceae"," g__Desulfitibacter",NA
"8db3d545f0da39925bf9fb19315d3915","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Berryella",NA
"34b358731dd0be9c7e2f94db90aef7a7","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Eggerthellaceae"," g__Berryella",NA
"60f1e88ae834964f089b514f2d51203a","d__Bacteria"," p__Actinomycetota"," c__Coriobacteriia"," o__Coriobacteriales"," f__Atopobiaceae"," g__Incertae_Sedis",NA
